101,"(8,)",-1.0,93.0,94.0
101,"(19,)",-1.0,93.0,94.0
101,"(54,)",-1.0,93.0,94.0
101,"(97,)",-1.0,93.0,94.0
101,"(115,)",-1.0,93.0,94.0
101,"(131,)",-1.0,93.0,94.0
101,"(158,)",-1.0,93.0,94.0
101,"(230,)",-1.0,93.0,94.0
101,"(259,)",-1.0,93.0,94.0
101,"(318,)",-1.0,93.0,94.0
101,"(344,)",-1.0,93.0,94.0
101,"(361,)",-1.0,93.0,94.0
101,"(370,)",-1.0,93.0,94.0
101,"(384,)",-1.0,93.0,94.0
101,"(398,)",-1.0,93.0,94.0
101,"(402,)",-1.0,93.0,94.0
101,"(439,)",-1.0,93.0,94.0
101,"(480,)",-1.0,93.0,94.0
101,"(0,)",0.0,93.0,93.0
101,"(1,)",0.0,93.0,93.0
101,"(2,)",0.0,93.0,93.0
101,"(3,)",0.0,93.0,93.0
101,"(4,)",0.0,93.0,93.0
101,"(5,)",0.0,93.0,93.0
101,"(6,)",0.0,93.0,93.0
101,"(7,)",0.0,93.0,93.0
101,"(9,)",0.0,93.0,93.0
101,"(10,)",0.0,93.0,93.0
101,"(11,)",0.0,93.0,93.0
101,"(12,)",0.0,93.0,93.0
101,"(13,)",0.0,93.0,93.0
101,"(14,)",0.0,93.0,93.0
101,"(15,)",0.0,93.0,93.0
101,"(16,)",0.0,93.0,93.0
101,"(17,)",0.0,93.0,93.0
101,"(18,)",0.0,93.0,93.0
101,"(20,)",0.0,93.0,93.0
101,"(21,)",0.0,93.0,93.0
101,"(22,)",0.0,93.0,93.0
101,"(23,)",0.0,93.0,93.0
101,"(24,)",0.0,93.0,93.0
101,"(25,)",0.0,93.0,93.0
101,"(26,)",0.0,93.0,93.0
101,"(27,)",0.0,93.0,93.0
101,"(28,)",0.0,93.0,93.0
101,"(29,)",0.0,93.0,93.0
101,"(30,)",0.0,93.0,93.0
101,"(31,)",0.0,93.0,93.0
101,"(32,)",0.0,93.0,93.0
101,"(33,)",0.0,93.0,93.0
101,"(34,)",0.0,93.0,93.0
101,"(35,)",0.0,93.0,93.0
101,"(36,)",0.0,93.0,93.0
101,"(37,)",0.0,93.0,93.0
101,"(38,)",0.0,93.0,93.0
101,"(39,)",0.0,93.0,93.0
101,"(40,)",0.0,93.0,93.0
101,"(41,)",0.0,93.0,93.0
101,"(42,)",0.0,93.0,93.0
101,"(43,)",0.0,93.0,93.0
101,"(44,)",0.0,93.0,93.0
101,"(45,)",0.0,93.0,93.0
101,"(46,)",0.0,93.0,93.0
101,"(47,)",0.0,93.0,93.0
101,"(48,)",0.0,93.0,93.0
101,"(49,)",0.0,93.0,93.0
101,"(50,)",0.0,93.0,93.0
101,"(51,)",0.0,93.0,93.0
101,"(52,)",0.0,93.0,93.0
101,"(53,)",0.0,93.0,93.0
101,"(55,)",0.0,93.0,93.0
101,"(56,)",0.0,93.0,93.0
101,"(57,)",0.0,93.0,93.0
101,"(58,)",0.0,93.0,93.0
101,"(59,)",0.0,93.0,93.0
101,"(60,)",0.0,93.0,93.0
101,"(61,)",0.0,93.0,93.0
101,"(62,)",0.0,93.0,93.0
101,"(63,)",0.0,93.0,93.0
101,"(64,)",0.0,93.0,93.0
101,"(65,)",0.0,93.0,93.0
101,"(66,)",0.0,93.0,93.0
101,"(67,)",0.0,93.0,93.0
101,"(68,)",0.0,93.0,93.0
101,"(69,)",0.0,93.0,93.0
101,"(70,)",0.0,93.0,93.0
101,"(71,)",0.0,93.0,93.0
101,"(72,)",0.0,93.0,93.0
101,"(73,)",0.0,93.0,93.0
101,"(74,)",0.0,93.0,93.0
101,"(75,)",0.0,93.0,93.0
101,"(76,)",0.0,93.0,93.0
101,"(77,)",0.0,93.0,93.0
101,"(78,)",0.0,93.0,93.0
101,"(79,)",0.0,93.0,93.0
